2026-06-26 11:27:43,674 | CRITICAL | 🚨 THREAT DETECTED | DANGEROUS PORT | Source: 10.0.0.99 | Attempt on Telnet port 23
2026-06-26 12:06:07,681 | INFO | ALLOW  | UDP   | 192.178.211.84:443 -> 192.168.25.128:39882 | Rule: Default policy
2026-06-26 12:06:07,690 | INFO | ALLOW  | TCP   | 142.251.221.168:443 -> 192.168.25.128:44926 | Rule: Default policy
2026-06-26 12:06:07,697 | INFO | ALLOW  | TCP   | 142.251.221.168:443 -> 192.168.25.128:44926 | Rule: Default policy
2026-06-26 12:06:07,706 | INFO | ALLOW  | UDP   | 192.178.211.84:443 -> 192.168.25.128:39882 | Rule: Default policy
2026-06-26 12:06:07,798 | INFO | ALLOW  | UDP   | 192.178.211.84:443 -> 192.168.25.128:39882 | Rule: Default policy
2026-06-26 12:06:07,807 | INFO | ALLOW  | UDP   | 192.178.211.84:443 -> 192.168.25.128:39882 | Rule: Default policy
2026-06-26 12:06:07,813 | INFO | ALLOW  | TCP   | 192.178.211.84:443 -> 192.168.25.128:60540 | Rule: Default policy
2026-06-26 12:06:07,818 | INFO | ALLOW  | UDP   | 192.178.211.84:443 -> 192.168.25.128:39882 | Rule: Default policy
2026-06-26 12:06:07,829 | INFO | ALLOW  | UDP   | 192.178.211.84:443 -> 192.168.25.128:39882 | Rule: Default policy
2026-06-26 12:06:08,143 | INFO | ALLOW  | TCP   | 192.178.211.84:443 -> 192.168.25.128:60540 | Rule: Default policy
2026-06-26 12:06:08,192 | INFO | ALLOW  | TCP   | 192.178.211.84:443 -> 192.168.25.128:60540 | Rule: Default policy
2026-06-26 12:06:08,195 | INFO | ALLOW  | TCP   | 192.178.211.84:443 -> 192.168.25.128:60540 | Rule: Default policy
2026-06-26 12:06:08,215 | INFO | ALLOW  | TCP   | 216.239.38.21:443 -> 192.168.25.128:59554 | Rule: Default policy
2026-06-26 12:06:08,223 | INFO | ALLOW  | TCP   | 216.239.38.21:443 -> 192.168.25.128:59554 | Rule: Default policy
2026-06-26 12:06:08,224 | INFO | ALLOW  | TCP   | 216.239.38.21:443 -> 192.168.25.128:59554 | Rule: Default policy
2026-06-26 12:06:08,262 | INFO | ALLOW  | UDP   | 104.17.25.14:443 -> 192.168.25.128:37811 | Rule: Default policy
2026-06-26 12:06:08,263 | INFO | ALLOW  | UDP   | 104.17.25.14:443 -> 192.168.25.128:37811 | Rule: Default policy
2026-06-26 12:06:08,271 | INFO | ALLOW  | UDP   | 104.17.25.14:443 -> 192.168.25.128:37811 | Rule: Default policy
2026-06-26 12:06:08,273 | INFO | ALLOW  | UDP   | 104.17.25.14:443 -> 192.168.25.128:37811 | Rule: Default policy
2026-06-26 12:06:08,274 | INFO | ALLOW  | UDP   | 104.17.25.14:443 -> 192.168.25.128:37811 | Rule: Default policy
2026-06-26 12:06:08,341 | INFO | ALLOW  | UDP   | 104.17.25.14:443 -> 192.168.25.128:37811 | Rule: Default policy
2026-06-26 12:06:08,343 | INFO | ALLOW  | UDP   | 104.17.25.14:443 -> 192.168.25.128:37811 | Rule: Default policy
2026-06-26 12:06:08,344 | INFO | ALLOW  | UDP   | 104.17.25.14:443 -> 192.168.25.128:37811 | Rule: Default policy
2026-06-26 12:06:08,346 | INFO | ALLOW  | UDP   | 104.17.25.14:443 -> 192.168.25.128:37811 | Rule: Default policy
2026-06-26 12:06:08,347 | INFO | ALLOW  | UDP   | 104.17.25.14:443 -> 192.168.25.128:37811 | Rule: Default policy
2026-06-26 12:06:08,359 | INFO | ALLOW  | UDP   | 192.178.211.84:443 -> 192.168.25.128:39882 | Rule: Default policy
2026-06-26 12:06:08,397 | INFO | ALLOW  | UDP   | 104.17.25.14:443 -> 192.168.25.128:37811 | Rule: Default policy
2026-06-26 12:06:08,459 | INFO | ALLOW  | TCP   | 216.239.38.21:443 -> 192.168.25.128:59554 | Rule: Default policy
2026-06-26 12:06:08,460 | INFO | ALLOW  | TCP   | 216.239.38.21:443 -> 192.168.25.128:59554 | Rule: Default policy
2026-06-26 12:06:08,462 | INFO | ALLOW  | TCP   | 216.239.38.21:443 -> 192.168.25.128:59554 | Rule: Default policy
2026-06-26 12:06:08,466 | INFO | ALLOW  | TCP   | 216.239.38.21:443 -> 192.168.25.128:59554 | Rule: Default policy
2026-06-26 12:06:08,468 | INFO | ALLOW  | TCP   | 216.239.38.21:443 -> 192.168.25.128:59554 | Rule: Default policy
2026-06-26 12:06:08,479 | INFO | ALLOW  | TCP   | 216.239.38.21:443 -> 192.168.25.128:59554 | Rule: Default policy
2026-06-26 12:06:08,480 | INFO | ALLOW  | TCP   | 216.239.38.21:443 -> 192.168.25.128:59554 | Rule: Default policy
2026-06-26 12:06:08,482 | INFO | ALLOW  | TCP   | 216.239.38.21:443 -> 192.168.25.128:59554 | Rule: Default policy
2026-06-26 12:06:08,483 | INFO | ALLOW  | TCP   | 216.239.38.21:443 -> 192.168.25.128:59554 | Rule: Default policy
2026-06-26 12:06:08,523 | INFO | ALLOW  | TCP   | 216.239.38.21:443 -> 192.168.25.128:59558 | Rule: Default policy
2026-06-26 12:06:08,526 | INFO | ALLOW  | TCP   | 216.239.38.21:443 -> 192.168.25.128:59566 | Rule: Default policy
2026-06-26 12:06:08,535 | INFO | ALLOW  | UDP   | 142.250.207.65:443 -> 192.168.25.128:56409 | Rule: Default policy
2026-06-26 12:06:08,552 | INFO | ALLOW  | UDP   | 142.250.207.65:443 -> 192.168.25.128:56409 | Rule: Default policy
2026-06-26 12:06:08,622 | INFO | ALLOW  | TCP   | 216.239.38.21:443 -> 192.168.25.128:59554 | Rule: Default policy
2026-06-26 12:06:08,625 | INFO | ALLOW  | TCP   | 216.239.38.21:443 -> 192.168.25.128:59554 | Rule: Default policy
2026-06-26 12:06:08,631 | INFO | ALLOW  | TCP   | 216.239.38.21:443 -> 192.168.25.128:59554 | Rule: Default policy
2026-06-26 12:06:08,638 | INFO | ALLOW  | TCP   | 142.250.207.65:443 -> 192.168.25.128:33808 | Rule: Default policy
2026-06-26 12:06:08,648 | INFO | ALLOW  | TCP   | 142.250.207.65:443 -> 192.168.25.128:33808 | Rule: Default policy
2026-06-26 12:06:08,657 | INFO | ALLOW  | TCP   | 142.250.207.65:443 -> 192.168.25.128:33808 | Rule: Default policy
2026-06-26 12:06:08,675 | INFO | ALLOW  | UDP   | 142.250.207.65:443 -> 192.168.25.128:56409 | Rule: Default policy
2026-06-26 12:06:08,804 | INFO | ALLOW  | TCP   | 142.250.207.65:443 -> 192.168.25.128:33808 | Rule: Default policy
2026-06-26 12:06:08,807 | INFO | ALLOW  | TCP   | 142.250.207.65:443 -> 192.168.25.128:33808 | Rule: Default policy
2026-06-26 12:06:08,817 | INFO | ALLOW  | TCP   | 142.250.207.65:443 -> 192.168.25.128:33808 | Rule: Default policy
2026-06-26 12:06:08,842 | INFO | ALLOW  | TCP   | 142.250.207.65:443 -> 192.168.25.128:33808 | Rule: Default policy
2026-06-26 12:06:08,844 | INFO | ALLOW  | TCP   | 142.250.207.65:443 -> 192.168.25.128:33808 | Rule: Default policy
2026-06-26 12:06:08,893 | INFO | ALLOW  | UDP   | 142.250.207.65:443 -> 192.168.25.128:56409 | Rule: Default policy
2026-06-26 12:06:08,911 | INFO | ALLOW  | TCP   | 216.239.38.21:443 -> 192.168.25.128:59554 | Rule: Default policy
2026-06-26 12:06:08,923 | INFO | ALLOW  | TCP   | 216.239.38.21:443 -> 192.168.25.128:59554 | Rule: Default policy
2026-06-26 12:06:09,106 | INFO | ALLOW  | UDP   | 142.250.207.65:443 -> 192.168.25.128:56409 | Rule: Default policy
2026-06-26 12:06:09,111 | INFO | ALLOW  | UDP   | 142.250.207.65:443 -> 192.168.25.128:56409 | Rule: Default policy
2026-06-26 12:06:09,159 | INFO | ALLOW  | TCP   | 142.250.207.65:443 -> 192.168.25.128:33808 | Rule: Default policy
2026-06-26 12:06:09,161 | INFO | ALLOW  | TCP   | 142.250.207.65:443 -> 192.168.25.128:33808 | Rule: Default policy
2026-06-26 12:06:09,192 | INFO | ALLOW  | UDP   | 142.250.207.65:443 -> 192.168.25.128:56409 | Rule: Default policy
2026-06-26 12:06:09,194 | INFO | ALLOW  | UDP   | 142.250.207.65:443 -> 192.168.25.128:56409 | Rule: Default policy
2026-06-26 12:06:09,195 | INFO | ALLOW  | TCP   | 142.250.207.65:443 -> 192.168.25.128:33808 | Rule: Default policy
2026-06-26 12:06:09,196 | INFO | ALLOW  | TCP   | 142.250.207.65:443 -> 192.168.25.128:33808 | Rule: Default policy
2026-06-26 12:06:09,199 | INFO | ALLOW  | TCP   | 142.250.207.65:443 -> 192.168.25.128:33808 | Rule: Default policy
2026-06-26 12:06:09,245 | INFO | ALLOW  | UDP   | 142.251.223.238:443 -> 192.168.25.128:60993 | Rule: Default policy
2026-06-26 12:06:09,248 | INFO | ALLOW  | UDP   | 142.251.223.238:443 -> 192.168.25.128:60993 | Rule: Default policy
2026-06-26 12:06:09,249 | INFO | ALLOW  | UDP   | 142.251.223.238:443 -> 192.168.25.128:60993 | Rule: Default policy
2026-06-26 12:06:09,267 | INFO | ALLOW  | UDP   | 142.251.223.238:443 -> 192.168.25.128:60993 | Rule: Default policy
2026-06-26 12:06:09,269 | CRITICAL | THREAT DETECTED | RATE LIMIT | Source: 142.251.223.238 | 50 connections in 60s
2026-06-26 12:06:09,325 | INFO | ALLOW  | UDP   | 142.250.207.65:443 -> 192.168.25.128:56409 | Rule: Default policy
2026-06-26 12:06:09,328 | INFO | ALLOW  | TCP   | 216.239.38.21:443 -> 192.168.25.128:59554 | Rule: Default policy
2026-06-26 12:06:09,330 | INFO | ALLOW  | TCP   | 216.239.38.21:443 -> 192.168.25.128:59554 | Rule: Default policy
2026-06-26 12:06:09,596 | INFO | ALLOW  | TCP   | 216.239.38.21:443 -> 192.168.25.128:59554 | Rule: Default policy
2026-06-26 12:06:09,597 | INFO | ALLOW  | TCP   | 216.239.38.21:443 -> 192.168.25.128:59554 | Rule: Default policy
2026-06-26 12:06:09,602 | INFO | ALLOW  | TCP   | 216.239.38.21:443 -> 192.168.25.128:59554 | Rule: Default policy
2026-06-26 12:06:09,862 | INFO | ALLOW  | TCP   | 216.239.38.21:443 -> 192.168.25.128:59554 | Rule: Default policy
2026-06-26 12:06:09,866 | INFO | ALLOW  | TCP   | 216.239.38.21:443 -> 192.168.25.128:59554 | Rule: Default policy
2026-06-26 12:06:09,869 | INFO | ALLOW  | TCP   | 216.239.38.21:443 -> 192.168.25.128:59554 | Rule: Default policy
2026-06-26 12:06:09,884 | INFO | ALLOW  | TCP   | 216.239.38.21:443 -> 192.168.25.128:59554 | Rule: Default policy
2026-06-26 12:06:10,129 | INFO | ALLOW  | TCP   | 74.125.24.119:443 -> 192.168.25.128:49550 | Rule: Default policy
2026-06-26 12:06:10,133 | INFO | ALLOW  | TCP   | 74.125.24.119:443 -> 192.168.25.128:49550 | Rule: Default policy
2026-06-26 12:06:10,134 | INFO | ALLOW  | TCP   | 74.125.24.119:443 -> 192.168.25.128:49550 | Rule: Default policy
2026-06-26 12:06:10,341 | INFO | ALLOW  | TCP   | 74.125.24.119:443 -> 192.168.25.128:49550 | Rule: Default policy
2026-06-26 12:06:10,344 | INFO | ALLOW  | TCP   | 74.125.24.119:443 -> 192.168.25.128:49550 | Rule: Default policy
2026-06-26 12:06:10,346 | INFO | ALLOW  | TCP   | 74.125.24.119:443 -> 192.168.25.128:49550 | Rule: Default policy
2026-06-26 12:06:10,349 | INFO | ALLOW  | TCP   | 74.125.24.119:443 -> 192.168.25.128:49550 | Rule: Default policy
2026-06-26 12:06:10,352 | INFO | ALLOW  | TCP   | 74.125.24.119:443 -> 192.168.25.128:49550 | Rule: Default policy
2026-06-26 12:06:10,434 | INFO | ALLOW  | TCP   | 74.125.24.119:443 -> 192.168.25.128:49550 | Rule: Default policy
2026-06-26 12:06:10,603 | INFO | ALLOW  | UDP   | 142.251.223.2:443 -> 192.168.25.128:53296 | Rule: Default policy
2026-06-26 12:06:10,605 | INFO | ALLOW  | UDP   | 142.251.223.2:443 -> 192.168.25.128:53296 | Rule: Default policy
2026-06-26 12:06:10,607 | INFO | ALLOW  | UDP   | 142.251.223.2:443 -> 192.168.25.128:53296 | Rule: Default policy
2026-06-26 12:06:10,609 | INFO | ALLOW  | UDP   | 142.251.223.2:443 -> 192.168.25.128:53296 | Rule: Default policy
2026-06-26 12:06:10,627 | INFO | ALLOW  | UDP   | 142.251.223.2:443 -> 192.168.25.128:53296 | Rule: Default policy
2026-06-26 12:06:10,629 | INFO | ALLOW  | UDP   | 142.251.223.2:443 -> 192.168.25.128:53296 | Rule: Default policy
2026-06-26 12:06:10,635 | INFO | ALLOW  | UDP   | 142.250.77.102:443 -> 192.168.25.128:52115 | Rule: Default policy
2026-06-26 12:06:10,636 | INFO | ALLOW  | UDP   | 142.250.77.102:443 -> 192.168.25.128:52115 | Rule: Default policy
2026-06-26 12:06:10,740 | INFO | ALLOW  | UDP   | 142.251.223.2:443 -> 192.168.25.128:53296 | Rule: Default policy
2026-06-26 12:06:10,757 | INFO | ALLOW  | UDP   | 142.250.207.65:443 -> 192.168.25.128:56409 | Rule: Default policy
2026-06-26 12:06:10,760 | INFO | ALLOW  | TCP   | 142.250.77.102:443 -> 192.168.25.128:40140 | Rule: Default policy
2026-06-26 12:06:10,762 | INFO | ALLOW  | TCP   | 142.250.77.102:443 -> 192.168.25.128:40140 | Rule: Default policy
2026-06-26 12:06:10,763 | INFO | ALLOW  | TCP   | 142.250.77.102:443 -> 192.168.25.128:40140 | Rule: Default policy
2026-06-26 12:06:10,799 | INFO | ALLOW  | UDP   | 142.250.207.65:443 -> 192.168.25.128:56409 | Rule: Default policy
2026-06-26 12:06:10,801 | INFO | ALLOW  | UDP   | 142.251.223.2:443 -> 192.168.25.128:53296 | Rule: Default policy
2026-06-26 12:06:10,830 | INFO | ALLOW  | UDP   | 142.251.223.2:443 -> 192.168.25.128:53296 | Rule: Default policy
2026-06-26 12:06:10,846 | INFO | ALLOW  | UDP   | 142.250.207.65:443 -> 192.168.25.128:56409 | Rule: Default policy
2026-06-26 12:06:10,859 | INFO | ALLOW  | UDP   | 142.251.223.2:443 -> 192.168.25.128:53296 | Rule: Default policy
2026-06-26 12:06:10,944 | INFO | ALLOW  | UDP   | 142.250.77.102:443 -> 192.168.25.128:52115 | Rule: Default policy
2026-06-26 12:06:11,035 | INFO | ALLOW  | UDP   | 142.251.223.2:443 -> 192.168.25.128:53296 | Rule: Default policy
2026-06-26 12:06:11,317 | INFO | ALLOW  | UDP   | 142.250.77.102:443 -> 192.168.25.128:52115 | Rule: Default policy
2026-06-26 12:06:11,663 | INFO | ALLOW  | UDP   | 142.250.183.162:443 -> 192.168.25.128:55745 | Rule: Default policy
2026-06-26 12:06:11,668 | INFO | ALLOW  | UDP   | 142.250.183.162:443 -> 192.168.25.128:55745 | Rule: Default policy
2026-06-26 12:06:11,671 | INFO | ALLOW  | UDP   | 142.250.183.162:443 -> 192.168.25.128:55745 | Rule: Default policy
2026-06-26 12:06:11,673 | INFO | ALLOW  | UDP   | 142.250.183.162:443 -> 192.168.25.128:55745 | Rule: Default policy
2026-06-26 12:06:11,676 | INFO | ALLOW  | UDP   | 142.250.183.162:443 -> 192.168.25.128:55745 | Rule: Default policy
2026-06-26 12:06:11,703 | INFO | ALLOW  | UDP   | 142.250.183.162:443 -> 192.168.25.128:55745 | Rule: Default policy
2026-06-26 12:06:11,705 | INFO | ALLOW  | UDP   | 142.250.183.162:443 -> 192.168.25.128:55745 | Rule: Default policy
2026-06-26 12:06:11,726 | INFO | ALLOW  | UDP   | 142.250.183.162:443 -> 192.168.25.128:55745 | Rule: Default policy
2026-06-26 12:06:11,729 | INFO | ALLOW  | UDP   | 142.250.183.162:443 -> 192.168.25.128:55745 | Rule: Default policy
2026-06-26 12:06:11,764 | INFO | ALLOW  | TCP   | 142.250.77.102:443 -> 192.168.25.128:40140 | Rule: Default policy
2026-06-26 12:06:11,803 | INFO | ALLOW  | UDP   | 142.250.183.162:443 -> 192.168.25.128:55745 | Rule: Default policy
2026-06-26 12:06:11,824 | INFO | ALLOW  | TCP   | 142.250.77.102:443 -> 192.168.25.128:40140 | Rule: Default policy
2026-06-26 12:06:11,829 | INFO | ALLOW  | TCP   | 142.250.77.102:443 -> 192.168.25.128:40140 | Rule: Default policy
2026-06-26 12:06:11,837 | INFO | ALLOW  | TCP   | 142.250.77.102:443 -> 192.168.25.128:40140 | Rule: Default policy
2026-06-26 12:06:11,841 | INFO | ALLOW  | TCP   | 142.250.77.102:443 -> 192.168.25.128:40140 | Rule: Default policy
2026-06-26 12:06:11,845 | INFO | ALLOW  | TCP   | 142.250.77.102:443 -> 192.168.25.128:40140 | Rule: Default policy
2026-06-26 12:06:11,900 | INFO | ALLOW  | TCP   | 142.250.77.102:443 -> 192.168.25.128:40140 | Rule: Default policy
2026-06-26 12:06:11,904 | INFO | ALLOW  | TCP   | 142.250.77.102:443 -> 192.168.25.128:40140 | Rule: Default policy
2026-06-26 12:06:11,953 | INFO | ALLOW  | UDP   | 142.250.183.162:443 -> 192.168.25.128:55745 | Rule: Default policy
2026-06-26 12:06:11,965 | INFO | ALLOW  | TCP   | 142.250.77.102:443 -> 192.168.25.128:40140 | Rule: Default policy
2026-06-26 12:06:11,971 | INFO | ALLOW  | TCP   | 142.250.77.102:443 -> 192.168.25.128:40140 | Rule: Default policy
2026-06-26 12:06:11,974 | INFO | ALLOW  | TCP   | 142.250.77.102:443 -> 192.168.25.128:40140 | Rule: Default policy
2026-06-26 12:06:12,569 | INFO | ALLOW  | UDP   | 142.250.77.102:443 -> 192.168.25.128:52115 | Rule: Default policy
2026-06-26 12:06:12,571 | INFO | ALLOW  | UDP   | 142.250.77.102:443 -> 192.168.25.128:52115 | Rule: Default policy
2026-06-26 12:06:12,634 | INFO | ALLOW  | UDP   | 142.250.77.102:443 -> 192.168.25.128:52115 | Rule: Default policy
2026-06-26 12:06:12,636 | INFO | ALLOW  | UDP   | 142.250.77.102:443 -> 192.168.25.128:52115 | Rule: Default policy
2026-06-26 12:06:12,642 | INFO | ALLOW  | UDP   | 142.250.77.102:443 -> 192.168.25.128:52115 | Rule: Default policy
2026-06-26 12:06:13,121 | INFO | ALLOW  | UDP   | 216.239.36.223:443 -> 192.168.25.128:36882 | Rule: Default policy
2026-06-26 12:06:13,123 | INFO | ALLOW  | UDP   | 216.239.36.223:443 -> 192.168.25.128:36882 | Rule: Default policy
2026-06-26 12:06:13,127 | INFO | ALLOW  | UDP   | 216.239.36.223:443 -> 192.168.25.128:36882 | Rule: Default policy
2026-06-26 12:06:13,144 | INFO | ALLOW  | UDP   | 216.239.36.223:443 -> 192.168.25.128:36882 | Rule: Default policy
2026-06-26 12:06:13,151 | INFO | ALLOW  | UDP   | 216.239.36.223:443 -> 192.168.25.128:36882 | Rule: Default policy
2026-06-26 12:06:13,154 | INFO | ALLOW  | UDP   | 216.239.36.223:443 -> 192.168.25.128:36882 | Rule: Default policy
2026-06-26 12:06:13,222 | INFO | ALLOW  | UDP   | 216.239.36.223:443 -> 192.168.25.128:36882 | Rule: Default policy
2026-06-26 12:06:13,225 | INFO | ALLOW  | UDP   | 216.239.36.223:443 -> 192.168.25.128:36882 | Rule: Default policy
2026-06-26 12:06:13,228 | INFO | ALLOW  | UDP   | 216.239.36.223:443 -> 192.168.25.128:36882 | Rule: Default policy
2026-06-26 12:06:13,249 | INFO | ALLOW  | UDP   | 216.239.36.223:443 -> 192.168.25.128:36882 | Rule: Default policy
2026-06-26 12:06:13,251 | INFO | ALLOW  | UDP   | 216.239.36.223:443 -> 192.168.25.128:36882 | Rule: Default policy
2026-06-26 12:06:13,321 | INFO | ALLOW  | UDP   | 216.239.36.223:443 -> 192.168.25.128:36882 | Rule: Default policy
2026-06-26 12:06:13,349 | INFO | ALLOW  | UDP   | 216.239.36.223:443 -> 192.168.25.128:36882 | Rule: Default policy
2026-06-26 12:06:13,490 | INFO | ALLOW  | UDP   | 216.239.36.223:443 -> 192.168.25.128:36882 | Rule: Default policy
2026-06-26 12:06:13,556 | INFO | ALLOW  | UDP   | 216.239.36.223:443 -> 192.168.25.128:36882 | Rule: Default policy
2026-06-26 12:06:14,759 | INFO | ALLOW  | UDP   | 142.250.67.34:443 -> 192.168.25.128:60560 | Rule: Default policy
2026-06-26 12:06:14,825 | INFO | ALLOW  | UDP   | 142.250.67.34:443 -> 192.168.25.128:60560 | Rule: Default policy
2026-06-26 12:06:14,887 | INFO | ALLOW  | UDP   | 142.250.67.34:443 -> 192.168.25.128:60560 | Rule: Default policy
2026-06-26 12:06:15,236 | INFO | ALLOW  | TCP   | 142.251.10.113:443 -> 192.168.25.128:44558 | Rule: Default policy
2026-06-26 12:06:15,238 | INFO | ALLOW  | TCP   | 142.251.10.113:443 -> 192.168.25.128:44574 | Rule: Default policy
2026-06-26 12:06:15,241 | INFO | ALLOW  | TCP   | 142.251.10.113:443 -> 192.168.25.128:44558 | Rule: Default policy
2026-06-26 12:06:15,242 | INFO | ALLOW  | TCP   | 142.251.10.113:443 -> 192.168.25.128:44558 | Rule: Default policy
2026-06-26 12:06:15,243 | INFO | ALLOW  | TCP   | 142.251.10.113:443 -> 192.168.25.128:44574 | Rule: Default policy
2026-06-26 12:06:15,246 | INFO | ALLOW  | TCP   | 142.251.10.113:443 -> 192.168.25.128:44574 | Rule: Default policy
2026-06-26 12:06:15,466 | INFO | ALLOW  | TCP   | 142.251.10.113:443 -> 192.168.25.128:44558 | Rule: Default policy
2026-06-26 12:06:15,468 | INFO | ALLOW  | TCP   | 142.251.10.113:443 -> 192.168.25.128:44558 | Rule: Default policy
2026-06-26 12:06:15,925 | INFO | ALLOW  | TCP   | 142.251.10.113:443 -> 192.168.25.128:44574 | Rule: Default policy
2026-06-26 12:06:16,006 | INFO | ALLOW  | TCP   | 142.251.10.113:443 -> 192.168.25.128:44558 | Rule: Default policy
2026-06-26 12:06:16,120 | INFO | ALLOW  | TCP   | 142.251.10.113:443 -> 192.168.25.128:44574 | Rule: Default policy
2026-06-26 12:06:16,126 | INFO | ALLOW  | TCP   | 142.251.10.113:443 -> 192.168.25.128:44574 | Rule: Default policy
2026-06-26 12:06:16,129 | INFO | ALLOW  | TCP   | 142.251.10.113:443 -> 192.168.25.128:44574 | Rule: Default policy
2026-06-26 12:06:16,139 | INFO | ALLOW  | TCP   | 142.251.10.113:443 -> 192.168.25.128:44558 | Rule: Default policy
2026-06-26 12:06:16,142 | INFO | ALLOW  | TCP   | 142.251.10.113:443 -> 192.168.25.128:44574 | Rule: Default policy
2026-06-26 12:06:16,145 | INFO | ALLOW  | TCP   | 142.251.10.113:443 -> 192.168.25.128:44558 | Rule: Default policy
2026-06-26 12:06:16,146 | INFO | ALLOW  | TCP   | 142.251.10.113:443 -> 192.168.25.128:44558 | Rule: Default policy
2026-06-26 12:06:16,147 | INFO | ALLOW  | TCP   | 142.251.10.113:443 -> 192.168.25.128:44574 | Rule: Default policy
2026-06-26 12:06:16,153 | INFO | ALLOW  | TCP   | 142.251.10.113:443 -> 192.168.25.128:44574 | Rule: Default policy
2026-06-26 12:06:16,154 | INFO | ALLOW  | TCP   | 142.251.10.113:443 -> 192.168.25.128:44574 | Rule: Default policy
2026-06-26 12:06:16,155 | INFO | ALLOW  | TCP   | 142.251.10.113:443 -> 192.168.25.128:44574 | Rule: Default policy
2026-06-26 12:06:16,457 | INFO | ALLOW  | TCP   | 142.251.10.113:443 -> 192.168.25.128:44574 | Rule: Default policy
2026-06-26 12:06:16,461 | INFO | ALLOW  | TCP   | 142.251.10.113:443 -> 192.168.25.128:44574 | Rule: Default policy
2026-06-26 12:06:16,463 | INFO | ALLOW  | TCP   | 142.251.10.113:443 -> 192.168.25.128:44574 | Rule: Default policy
2026-06-26 12:06:16,471 | INFO | ALLOW  | TCP   | 142.251.10.113:443 -> 192.168.25.128:44574 | Rule: Default policy
2026-06-26 12:06:16,472 | INFO | ALLOW  | TCP   | 142.251.10.113:443 -> 192.168.25.128:44574 | Rule: Default policy
2026-06-26 12:06:16,474 | INFO | ALLOW  | TCP   | 142.251.10.113:443 -> 192.168.25.128:44574 | Rule: Default policy
2026-06-26 12:06:16,475 | INFO | ALLOW  | TCP   | 142.251.10.113:443 -> 192.168.25.128:44574 | Rule: Default policy
2026-06-26 12:06:16,626 | INFO | ALLOW  | TCP   | 142.251.10.113:443 -> 192.168.25.128:44574 | Rule: Default policy
2026-06-26 12:06:16,983 | INFO | ALLOW  | TCP   | 142.251.10.113:443 -> 192.168.25.128:44558 | Rule: Default policy
2026-06-26 12:06:17,400 | INFO | ALLOW  | TCP   | 117.239.141.96:443 -> 192.168.25.128:45342 | Rule: Default policy
2026-06-26 12:06:17,403 | INFO | ALLOW  | TCP   | 117.239.141.96:443 -> 192.168.25.128:45342 | Rule: Default policy
2026-06-26 12:06:17,404 | INFO | ALLOW  | TCP   | 117.239.141.96:443 -> 192.168.25.128:45342 | Rule: Default policy
2026-06-26 12:06:17,419 | INFO | ALLOW  | TCP   | 117.239.141.96:443 -> 192.168.25.128:45338 | Rule: Default policy
2026-06-26 12:06:17,429 | INFO | ALLOW  | TCP   | 117.239.141.96:443 -> 192.168.25.128:45338 | Rule: Default policy
2026-06-26 12:06:17,430 | INFO | ALLOW  | TCP   | 117.239.141.96:443 -> 192.168.25.128:45338 | Rule: Default policy
2026-06-26 12:06:17,461 | INFO | ALLOW  | TCP   | 117.239.141.96:443 -> 192.168.25.128:45350 | Rule: Default policy
2026-06-26 12:06:17,462 | INFO | ALLOW  | TCP   | 117.239.141.96:443 -> 192.168.25.128:45364 | Rule: Default policy
2026-06-26 12:06:17,463 | INFO | ALLOW  | TCP   | 117.239.141.96:443 -> 192.168.25.128:45366 | Rule: Default policy
2026-06-26 12:06:17,467 | INFO | ALLOW  | TCP   | 117.239.141.96:443 -> 192.168.25.128:45350 | Rule: Default policy
2026-06-26 12:06:17,468 | INFO | ALLOW  | TCP   | 117.239.141.96:443 -> 192.168.25.128:45350 | Rule: Default policy
2026-06-26 12:06:17,469 | INFO | ALLOW  | TCP   | 117.239.141.96:443 -> 192.168.25.128:45364 | Rule: Default policy
2026-06-26 12:06:17,470 | INFO | ALLOW  | TCP   | 117.239.141.96:443 -> 192.168.25.128:45364 | Rule: Default policy
2026-06-26 12:06:17,471 | INFO | ALLOW  | TCP   | 117.239.141.96:443 -> 192.168.25.128:45366 | Rule: Default policy
2026-06-26 12:06:17,472 | INFO | ALLOW  | TCP   | 117.239.141.96:443 -> 192.168.25.128:45366 | Rule: Default policy
2026-06-26 12:06:17,557 | INFO | ALLOW  | TCP   | 117.239.141.96:443 -> 192.168.25.128:45342 | Rule: Default policy
2026-06-26 12:06:17,558 | INFO | ALLOW  | TCP   | 117.239.141.96:443 -> 192.168.25.128:45342 | Rule: Default policy
2026-06-26 12:06:17,583 | INFO | ALLOW  | TCP   | 117.239.141.96:443 -> 192.168.25.128:45342 | Rule: Default policy
2026-06-26 12:06:17,585 | INFO | ALLOW  | TCP   | 117.239.141.96:443 -> 192.168.25.128:45342 | Rule: Default policy
2026-06-26 12:06:17,585 | INFO | ALLOW  | TCP   | 117.239.141.96:443 -> 192.168.25.128:45342 | Rule: Default policy
2026-06-26 12:06:17,586 | INFO | ALLOW  | TCP   | 117.239.141.96:443 -> 192.168.25.128:45342 | Rule: Default policy
2026-06-26 12:06:17,587 | INFO | ALLOW  | TCP   | 117.239.141.96:443 -> 192.168.25.128:45338 | Rule: Default policy
2026-06-26 12:06:17,587 | INFO | ALLOW  | TCP   | 117.239.141.96:443 -> 192.168.25.128:45350 | Rule: Default policy
