2026-06-26 11:27:43,674 | CRITICAL | 🚨 THREAT DETECTED | DANGEROUS PORT | Source: 10.0.0.99 | Attempt on Telnet port 23
2026-06-26 11:30:01,229 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:01,230 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:01,256 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:01,257 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:01,282 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:01,283 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:01,285 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:01,286 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:01,370 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:01,371 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:01,386 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:01,387 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:01,589 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:01,590 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:01,603 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:01,604 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:01,605 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:01,606 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:01,677 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:01,678 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:01,695 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:01,696 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:01,820 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:01,820 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:01,901 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:01,903 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:01,924 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:01,925 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:01,927 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:01,966 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:01,997 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:01,998 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:02,016 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:02,018 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:02,136 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:02,137 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:02,230 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:02,231 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:02,306 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:02,307 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:02,321 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:02,322 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:02,323 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:02,371 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:02,380 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:02,381 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:02,382 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:02,383 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:02,443 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:02,444 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:02,462 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:02,463 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:02,525 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:02,526 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:02,543 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:02,544 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:02,545 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:02,615 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:02,616 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:02,624 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:02,624 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:02,650 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:02,652 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:02,652 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:02,834 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:02,835 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:02,836 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:02,837 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:02,839 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:02,840 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:02,921 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:02,922 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:02,939 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:02,988 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:02,998 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:02,999 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:03,160 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:03,161 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:03,228 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:03,229 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:03,366 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:03,367 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:03,382 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:03,383 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:03,403 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:03,405 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:03,405 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:03,449 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:03,450 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:03,451 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:03,452 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:03,483 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:03,484 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:03,607 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:03,608 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:03,729 | INFO | ALLOW  | TCP   | 142.250.77.42:443 → 192.168.25.128:46734 | Rule: Default policy
2026-06-26 11:30:03,731 | CRITICAL | 🚨 THREAT DETECTED | RATE LIMIT | Source: 142.250.77.42 | 50 connections in 60s
2026-06-26 11:30:03,732 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:03,843 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:03,860 | INFO | ALLOW  | TCP   | 192.168.25.128:46734 → 142.250.77.42:443 | Rule: Allow HTTPS outbound
2026-06-26 11:30:03,913 | INFO | ALLOW  | UDP   | 192.168.25.128:33068 → 192.178.174.94:443 | Rule: Default policy
2026-06-26 11:30:03,916 | CRITICAL | 🚨 THREAT DETECTED | RATE LIMIT | Source: 192.168.25.128 | 50 connections in 60s
2026-06-26 11:30:03,924 | INFO | ALLOW  | TCP   | 192.178.174.94:443 → 192.168.25.128:54422 | Rule: Default policy
2026-06-26 11:30:03,925 | INFO | ALLOW  | TCP   | 192.178.174.94:443 → 192.168.25.128:54422 | Rule: Default policy
2026-06-26 11:30:04,022 | INFO | ALLOW  | UDP   | 192.178.174.94:443 → 192.168.25.128:33068 | Rule: Default policy
2026-06-26 11:30:04,026 | INFO | ALLOW  | UDP   | 192.178.174.94:443 → 192.168.25.128:33068 | Rule: Default policy
2026-06-26 11:30:04,027 | INFO | ALLOW  | UDP   | 192.178.174.94:443 → 192.168.25.128:33068 | Rule: Default policy
2026-06-26 11:30:04,028 | INFO | ALLOW  | UDP   | 192.178.174.94:443 → 192.168.25.128:43857 | Rule: Default policy
2026-06-26 11:30:04,028 | INFO | ALLOW  | UDP   | 192.178.174.94:443 → 192.168.25.128:33068 | Rule: Default policy
2026-06-26 11:30:04,029 | INFO | ALLOW  | UDP   | 192.178.174.94:443 → 192.168.25.128:33068 | Rule: Default policy
2026-06-26 11:30:04,031 | INFO | ALLOW  | UDP   | 192.178.174.94:443 → 192.168.25.128:43857 | Rule: Default policy
2026-06-26 11:30:04,032 | INFO | ALLOW  | UDP   | 192.178.174.94:443 → 192.168.25.128:43857 | Rule: Default policy
2026-06-26 11:30:04,033 | INFO | ALLOW  | UDP   | 192.178.174.94:443 → 192.168.25.128:43857 | Rule: Default policy
2026-06-26 11:30:04,123 | INFO | ALLOW  | TCP   | 192.178.174.94:443 → 192.168.25.128:54422 | Rule: Default policy
2026-06-26 11:30:04,127 | INFO | ALLOW  | TCP   | 192.178.174.94:443 → 192.168.25.128:54422 | Rule: Default policy
2026-06-26 11:30:04,129 | INFO | ALLOW  | UDP   | 192.178.174.94:443 → 192.168.25.128:43857 | Rule: Default policy
2026-06-26 11:30:04,132 | INFO | ALLOW  | UDP   | 192.178.174.94:443 → 192.168.25.128:43857 | Rule: Default policy
2026-06-26 11:30:04,133 | INFO | ALLOW  | UDP   | 192.178.174.94:443 → 192.168.25.128:43857 | Rule: Default policy
2026-06-26 11:30:04,135 | INFO | ALLOW  | UDP   | 192.178.174.94:443 → 192.168.25.128:33068 | Rule: Default policy
2026-06-26 11:30:04,136 | INFO | ALLOW  | UDP   | 192.178.174.94:443 → 192.168.25.128:33068 | Rule: Default policy
2026-06-26 11:30:04,215 | INFO | ALLOW  | TCP   | 192.178.174.94:443 → 192.168.25.128:54422 | Rule: Default policy
2026-06-26 11:30:04,219 | INFO | ALLOW  | TCP   | 192.178.174.94:443 → 192.168.25.128:54422 | Rule: Default policy
2026-06-26 11:30:04,220 | INFO | ALLOW  | TCP   | 192.178.174.94:443 → 192.168.25.128:54422 | Rule: Default policy
2026-06-26 11:30:04,221 | INFO | ALLOW  | TCP   | 192.178.174.94:443 → 192.168.25.128:54422 | Rule: Default policy
2026-06-26 11:30:04,222 | INFO | ALLOW  | UDP   | 192.178.174.94:443 → 192.168.25.128:43857 | Rule: Default policy
2026-06-26 11:30:04,225 | INFO | ALLOW  | UDP   | 192.178.174.94:443 → 192.168.25.128:43857 | Rule: Default policy
2026-06-26 11:30:04,227 | INFO | ALLOW  | UDP   | 192.178.174.94:443 → 192.168.25.128:43857 | Rule: Default policy
2026-06-26 11:30:04,241 | INFO | ALLOW  | UDP   | 192.178.174.94:443 → 192.168.25.128:33068 | Rule: Default policy
2026-06-26 11:30:04,335 | INFO | ALLOW  | UDP   | 192.178.174.94:443 → 192.168.25.128:33068 | Rule: Default policy
2026-06-26 11:30:04,404 | INFO | ALLOW  | UDP   | 192.178.174.94:443 → 192.168.25.128:33068 | Rule: Default policy
2026-06-26 11:30:04,444 | INFO | ALLOW  | UDP   | 192.178.174.94:443 → 192.168.25.128:33068 | Rule: Default policy
2026-06-26 11:30:04,493 | INFO | ALLOW  | UDP   | 192.178.174.94:443 → 192.168.25.128:33068 | Rule: Default policy
2026-06-26 11:30:04,902 | INFO | ALLOW  | UDP   | 192.178.174.94:443 → 192.168.25.128:33068 | Rule: Default policy
2026-06-26 11:30:10,228 | INFO | ALLOW  | TCP   | 185.199.111.153:443 → 192.168.25.128:41796 | Rule: Default policy
2026-06-26 11:30:12,321 | INFO | ALLOW  | UDP   | 142.251.153.119:443 → 192.168.25.128:37368 | Rule: Default policy
2026-06-26 11:30:26,620 | INFO | ALLOW  | TCP   | 35.186.238.177:443 → 192.168.25.128:52476 | Rule: Default policy
2026-06-26 11:30:32,759 | INFO | ALLOW  | TCP   | 74.125.68.188:5228 → 192.168.25.128:56458 | Rule: Default policy
2026-06-26 11:30:36,855 | INFO | ALLOW  | TCP   | 142.251.220.35:443 → 192.168.25.128:53338 | Rule: Default policy
2026-06-26 11:30:36,856 | INFO | ALLOW  | TCP   | 104.18.30.173:443 → 192.168.25.128:46756 | Rule: Default policy
2026-06-26 11:30:36,860 | INFO | ALLOW  | TCP   | 142.251.220.35:443 → 192.168.25.128:38192 | Rule: Default policy
2026-06-26 11:30:36,861 | INFO | ALLOW  | TCP   | 142.250.134.94:443 → 192.168.25.128:45140 | Rule: Default policy
2026-06-26 11:30:36,863 | INFO | ALLOW  | TCP   | 192.178.174.94:443 → 192.168.25.128:54434 | Rule: Default policy
2026-06-26 11:30:38,901 | INFO | ALLOW  | TCP   | 104.18.30.173:443 → 192.168.25.128:46760 | Rule: Default policy
2026-06-26 11:30:38,901 | INFO | ALLOW  | TCP   | 142.251.220.35:443 → 192.168.25.128:53346 | Rule: Default policy
2026-06-26 11:30:39,335 | INFO | ALLOW  | UDP   | 142.251.153.119:443 → 192.168.25.128:37368 | Rule: Default policy
2026-06-26 11:30:45,390 | INFO | ALLOW  | TCP   | 104.18.30.173:443 → 192.168.25.128:46760 | Rule: Default policy
2026-06-26 11:30:45,391 | INFO | ALLOW  | TCP   | 104.18.30.173:443 → 192.168.25.128:46760 | Rule: Default policy
2026-06-26 11:30:45,456 | INFO | ALLOW  | UDP   | 192.168.25.2:53 → 192.168.25.128:35951 | Rule: Default policy
2026-06-26 11:30:45,457 | INFO | ALLOW  | UDP   | 142.250.207.78:443 → 192.168.25.128:54024 | Rule: Default policy
2026-06-26 11:30:45,459 | INFO | ALLOW  | UDP   | 142.250.207.78:443 → 192.168.25.128:54024 | Rule: Default policy
2026-06-26 11:30:45,473 | INFO | ALLOW  | UDP   | 142.250.207.78:443 → 192.168.25.128:54024 | Rule: Default policy
2026-06-26 11:30:45,474 | INFO | ALLOW  | UDP   | 142.250.207.78:443 → 192.168.25.128:54024 | Rule: Default policy
2026-06-26 11:30:45,482 | INFO | ALLOW  | UDP   | 142.250.207.78:443 → 192.168.25.128:54024 | Rule: Default policy
2026-06-26 11:30:45,487 | INFO | ALLOW  | TCP   | 104.18.30.173:443 → 192.168.25.128:46760 | Rule: Default policy
2026-06-26 11:30:45,490 | INFO | ALLOW  | UDP   | 142.250.207.78:443 → 192.168.25.128:54024 | Rule: Default policy
2026-06-26 11:30:45,546 | INFO | ALLOW  | UDP   | 142.250.207.78:443 → 192.168.25.128:54024 | Rule: Default policy
2026-06-26 11:30:45,548 | INFO | ALLOW  | UDP   | 142.250.207.78:443 → 192.168.25.128:54024 | Rule: Default policy
2026-06-26 11:30:45,571 | INFO | ALLOW  | UDP   | 142.250.207.78:443 → 192.168.25.128:54024 | Rule: Default policy
2026-06-26 11:30:45,573 | INFO | ALLOW  | UDP   | 142.250.207.78:443 → 192.168.25.128:54024 | Rule: Default policy
2026-06-26 11:30:45,582 | INFO | ALLOW  | UDP   | 142.250.207.78:443 → 192.168.25.128:54024 | Rule: Default policy
2026-06-26 11:30:45,584 | INFO | ALLOW  | UDP   | 142.250.207.78:443 → 192.168.25.128:54024 | Rule: Default policy
2026-06-26 11:30:45,586 | INFO | ALLOW  | UDP   | 142.250.207.78:443 → 192.168.25.128:54024 | Rule: Default policy
2026-06-26 11:30:45,587 | INFO | ALLOW  | UDP   | 142.250.207.78:443 → 192.168.25.128:54024 | Rule: Default policy
2026-06-26 11:30:45,743 | INFO | ALLOW  | UDP   | 142.250.207.78:443 → 192.168.25.128:54024 | Rule: Default policy
2026-06-26 11:30:45,865 | INFO | ALLOW  | UDP   | 142.250.207.78:443 → 192.168.25.128:54024 | Rule: Default policy
2026-06-26 11:30:45,871 | INFO | ALLOW  | UDP   | 142.250.207.78:443 → 192.168.25.128:54024 | Rule: Default policy
2026-06-26 11:30:45,928 | INFO | ALLOW  | TCP   | 104.18.30.173:443 → 192.168.25.128:46760 | Rule: Default policy
2026-06-26 11:30:45,935 | INFO | ALLOW  | UDP   | 192.168.25.2:53 → 192.168.25.128:7405 | Rule: Default policy
2026-06-26 11:30:45,938 | INFO | ALLOW  | TCP   | 104.18.30.173:443 → 192.168.25.128:46760 | Rule: Default policy
2026-06-26 11:30:46,030 | INFO | ALLOW  | UDP   | 35.186.238.177:443 → 192.168.25.128:53296 | Rule: Default policy
2026-06-26 11:30:46,058 | INFO | ALLOW  | UDP   | 35.186.238.177:443 → 192.168.25.128:53296 | Rule: Default policy
2026-06-26 11:30:46,059 | INFO | ALLOW  | UDP   | 35.186.238.177:443 → 192.168.25.128:53296 | Rule: Default policy
2026-06-26 11:30:46,148 | INFO | ALLOW  | UDP   | 35.186.238.177:443 → 192.168.25.128:53296 | Rule: Default policy
2026-06-26 11:30:46,149 | INFO | ALLOW  | TCP   | 104.18.30.173:443 → 192.168.25.128:46756 | Rule: Default policy
2026-06-26 11:30:46,150 | INFO | ALLOW  | TCP   | 104.18.30.173:443 → 192.168.25.128:46756 | Rule: Default policy
2026-06-26 11:30:46,151 | INFO | ALLOW  | UDP   | 35.186.238.177:443 → 192.168.25.128:53296 | Rule: Default policy
2026-06-26 11:30:46,152 | INFO | ALLOW  | UDP   | 35.186.238.177:443 → 192.168.25.128:53296 | Rule: Default policy
2026-06-26 11:30:46,197 | INFO | ALLOW  | UDP   | 192.168.25.2:53 → 192.168.25.128:33194 | Rule: Default policy
2026-06-26 11:30:46,201 | INFO | ALLOW  | UDP   | 192.168.25.2:53 → 192.168.25.128:51473 | Rule: Default policy
2026-06-26 11:30:46,208 | INFO | ALLOW  | TCP   | 104.18.30.173:443 → 192.168.25.128:46756 | Rule: Default policy
2026-06-26 11:30:46,212 | INFO | ALLOW  | TCP   | 104.18.30.173:443 → 192.168.25.128:46756 | Rule: Default policy
2026-06-26 11:30:46,322 | INFO | ALLOW  | TCP   | 104.18.30.173:443 → 192.168.25.128:46756 | Rule: Default policy
2026-06-26 11:30:46,446 | INFO | ALLOW  | UDP   | 192.168.25.2:53 → 192.168.25.128:50759 | Rule: Default policy
2026-06-26 11:30:46,894 | INFO | ALLOW  | UDP   | 192.168.25.2:53 → 192.168.25.128:29153 | Rule: Default policy
2026-06-26 11:30:46,951 | INFO | ALLOW  | UDP   | 192.168.25.2:53 → 192.168.25.128:58236 | Rule: Default policy
2026-06-26 11:30:47,064 | INFO | ALLOW  | UDP   | 35.186.238.177:443 → 192.168.25.128:34272 | Rule: Default policy
2026-06-26 11:30:47,065 | INFO | ALLOW  | UDP   | 35.186.238.177:443 → 192.168.25.128:34272 | Rule: Default policy
2026-06-26 11:30:47,067 | INFO | ALLOW  | UDP   | 35.186.238.177:443 → 192.168.25.128:34272 | Rule: Default policy
2026-06-26 11:30:47,151 | INFO | ALLOW  | UDP   | 35.186.238.177:443 → 192.168.25.128:34272 | Rule: Default policy
2026-06-26 11:30:47,155 | INFO | ALLOW  | UDP   | 35.186.238.177:443 → 192.168.25.128:34272 | Rule: Default policy
2026-06-26 11:30:47,188 | INFO | ALLOW  | UDP   | 35.186.238.177:443 → 192.168.25.128:34272 | Rule: Default policy
2026-06-26 11:30:47,396 | INFO | ALLOW  | UDP   | 192.168.25.2:53 → 192.168.25.128:15163 | Rule: Default policy
2026-06-26 11:30:47,413 | INFO | ALLOW  | UDP   | 35.186.238.177:443 → 192.168.25.128:34272 | Rule: Default policy
2026-06-26 11:30:47,418 | INFO | ALLOW  | UDP   | 35.186.238.177:443 → 192.168.25.128:34272 | Rule: Default policy
2026-06-26 11:30:47,520 | INFO | ALLOW  | UDP   | 35.186.238.177:443 → 192.168.25.128:34272 | Rule: Default policy
2026-06-26 11:30:47,878 | INFO | ALLOW  | UDP   | 192.168.25.2:53 → 192.168.25.128:48699 | Rule: Default policy
2026-06-26 11:30:47,911 | INFO | ALLOW  | UDP   | 35.186.238.177:443 → 192.168.25.128:53296 | Rule: Default policy
2026-06-26 11:30:47,962 | INFO | ALLOW  | UDP   | 192.168.25.2:53 → 192.168.25.128:40992 | Rule: Default policy
2026-06-26 11:30:47,963 | CRITICAL | 🚨 THREAT DETECTED | PORT SCAN | Source: 192.168.25.2 | Tried 10 ports: [7405, 15163, 29153, 33194, 35951, 40992, 48699, 50759, 51473, 58236]
2026-06-26 11:30:48,003 | INFO | ALLOW  | UDP   | 35.186.238.177:443 → 192.168.25.128:53296 | Rule: Default policy
2026-06-26 11:30:55,287 | INFO | ALLOW  | TCP   | 185.199.111.153:443 → 192.168.25.128:41796 | Rule: Default policy
2026-06-26 11:31:04,000 | INFO | ALLOW  | UDP   | 192.178.174.94:443 → 192.168.25.128:53554 | Rule: Default policy
2026-06-26 11:31:04,029 | INFO | ALLOW  | UDP   | 192.178.174.94:443 → 192.168.25.128:53554 | Rule: Default policy
2026-06-26 11:31:04,036 | INFO | ALLOW  | UDP   | 192.178.174.94:443 → 192.168.25.128:53554 | Rule: Default policy
2026-06-26 11:31:04,037 | INFO | ALLOW  | UDP   | 192.178.174.94:443 → 192.168.25.128:53554 | Rule: Default policy
